CODIGO ,PRODUTOS,PRECIO
17450154,A. ISCA INNA  90  YTI 9cm 16g M. água,"3,50"
17490014,A. ISCA INNA  90 014 9cm 16g M. água,"3,50"
17490024,A. ISCA INNA  90 024 9cm 16g M. água,"3,50"
17490031,A. ISCA INNA  90 031 9cm 16g M. água,"3,50"
17490038,A. ISCA INNA  90 038 9cm 16g M. água,"3,50"
17490138,A. ISCA INNA  90 038HT 9cm 16g M. água,"3,50"
17490039,A. ISCA INNA  90 039 9cm 16g M. água,"3,50"
17490040,A. ISCA INNA  90 040 9cm 16g M. água,"3,50"
17490104,A. ISCA INNA  90 104 9cm 16g M. água,"3,50"
17490108,A. ISCA INNA  90 108 9cm 16g M. água,"3,50"
17490116,A. ISCA INNA  90 116 9cm 16g M. água,"3,50"
17490450,A. ISCA INNA  90 450 9cm 16g M. água,"3,50"
17490005,A. ISCA INNA  90 HGT 9cm 16g M. água,"3,50"
17490006,A. ISCA INNA  90 HOT 9cm 16g M. água,"3,50"
17490008,A. ISCA INNA  90 HPT 9cm 16g M. água,"3,50"
17490004,A. ISCA INNA  90 HWT 9cm 16g M. água,"3,50"
17490007,A. ISCA INNA  90 WOT 9cm 16g M. água,"3,50"
17450155,A. ISCA INNA 110  032 11cm 22g M. água,"3,92"
17450156,A. ISCA INNA 110  N03 11cm 22g M. água,"3,92"
17450157,A. ISCA INNA 110  N08 11cm 22g M. água,"3,92"
17411002,A. ISCA INNA 110 002 11cm 22g M. água,"3,92"
17411014,A. ISCA INNA 110 014 11cm 22g M. água,"3,92"
17411024,A. ISCA INNA 110 024 11cm 22g M. água,"3,92"
17411031,A. ISCA INNA 110 031 11cm 22g M. água,"3,92"
17411038,A. ISCA INNA 110 038HT 11cm 22g M. água,"3,92"
17411039,A. ISCA INNA 110 039 11cm 22g M. água,"3,92"
17411108,A. ISCA INNA 110 108 11cm 22g M. água,"3,92"
17411005,A. ISCA INNA 110 HGT 11cm 22g M. água,"3,92"
17411006,A. ISCA INNA 110 HOT 11cm 22g M. água,"3,92"
17411004,A. ISCA INNA 110 HWT 11cm 22g M. água,"3,92"
17411007,A. ISCA INNA 110 WOT 11cm 22g M. água,"3,92"
17450158,A. ISCA INNA 140 FLOAT.  N03 14cm 31g M. água,"4,39"
17450159,A. ISCA INNA 140 FLOAT.  N08 14cm 31g M. água,"4,39"
17414002,A. ISCA INNA 140 Float. 002 14cm 31g M. água,"4,39"
17414014,A. ISCA INNA 140 Float. 014 14cm 31g M. água,"4,39"
17414024,A. ISCA INNA 140 Float. 024 14cm 31g M. água,"4,39"
17414031,A. ISCA INNA 140 Float. 031 14cm 31g M. água,"4,39"
17414038,A. ISCA INNA 140 Float. 038HT 14cm 31g M. água,"4,39"
17414039,A. ISCA INNA 140 Float. 039 14cm 31g M. água,"4,39"
17414108,A. ISCA INNA 140 Float. 108 14cm 31g M. água,"4,39"
17414005,A. ISCA INNA 140 Float. HGT 14cm 31g M. água,"4,39"
17414006,A. ISCA INNA 140 Float. HOT 14cm 31g M. água,"4,39"
17414004,A. ISCA INNA 140 Float. HWT 14cm 31g M. água,"4,39"
17414007,A. ISCA INNA 140 Float. WOT 14cm 31g M. água,"4,39"
17814415,A. ISCA INNA 140 Sink. 014H 14cm 38g M. água,"4,39"
17814432,A. ISCA INNA 140 Sink. 031H 14cm 38g M. água,"4,39"
17814436,A. ISCA INNA 140 Sink. 035H 14cm 38g M. água,"4,39"
17404040,A. ISCA INNA 140 Sink. 040 14cm 38g Fundo,"4,39"
17814409,A. ISCA INNA 140 Sink. 108H 14cm 38g M. água,"4,39"
17814423,A. ISCA INNA 140 Sink. 122H 14cm 38g M. água,"4,39"
17110101,A. ISCA INVADER MR 110F 014 11cm 17g,"3,76"
17110102,A. ISCA INVADER MR 110F 024 11cm 17g,"3,76"
17110103,A. ISCA INVADER MR 110F 24MG 11cm 17g,"3,76"
17110104,A. ISCA INVADER MR 110F BCT66 11cm 17g,"3,76"
17110105,A. ISCA INVADER MR 110F BGO 11cm 17g,"3,76"
17110106,A. ISCA INVADER MR 110F BKGO71 11cm 17g,"3,76"
17110107,A. ISCA INVADER MR 110F BNCG72 11cm 17g,"3,76"
17110108,A. ISCA INVADER MR 110F BOT61 11cm 17g,"3,76"
17110109,A. ISCA INVADER MR 110F CTT70 11cm 17g,"3,76"
17110110,A. ISCA INVADER MR 110F N4 11cm 17g,"3,76"
17110111,A. ISCA INVADER MR 110F POT65 11cm 17g,"3,76"
17110112,A. ISCA INVADER MR 110F PYOT73 11cm 17g,"3,76"
17110113,A. ISCA INVADER MR 110F SHT63 11cm 17g,"3,76"
17110114,A. ISCA INVADER MR 110F WOS74 11cm 17g,"3,76"
17110115,A. ISCA INVADER MR 110SP 014 11cm 17.5g,"3,76"
17110116,A. ISCA INVADER MR 110SP 024 11cm 17.5g,"3,76"
17110117,A. ISCA INVADER MR 110SP 24MG 11cm 17.5g,"3,76"
17110118,A. ISCA INVADER MR 110SP BCT66 11cm 17.5g,"3,76"
17110119,A. ISCA INVADER MR 110SP BGO 11cm 17.5g,"3,76"
17110120,A. ISCA INVADER MR 110SP BKGO71 11cm 17.5g,"3,76"
17110121,A. ISCA INVADER MR 110SP BNCG72 11cm 17.5g,"3,76"
17110122,A. ISCA INVADER MR 110SP BOT61 11cm 17.5g,"3,76"
17110123,A. ISCA INVADER MR 110SP CTT70 11cm 17.5g,"3,76"
17110124,A. ISCA INVADER MR 110SP N4 11cm 17.5g,"3,76"
17110125,A. ISCA INVADER MR 110SP POT65 11cm 17.5g,"3,76"
17110126,A. ISCA INVADER MR 110SP PYOT73 11cm 17.5g,"3,76"
17110127,A. ISCA INVADER MR 110SP SHT63 11cm 17.5g,"3,76"
17110128,A. ISCA INVADER MR 110SP WOS74 11cm 17.5g,"3,76"
17050014,A. ISCA IRON HEAD 50 Sink. 014 5cm 10g Fundo,"3,51"
17050024,A. ISCA IRON HEAD 50 Sink. 024 5cm 10g Fundo,"3,51"
17050001,A. ISCA IRON HEAD 50 Sink. AC 5cm 10g Fundo,"3,51"
17050002,A. ISCA IRON HEAD 50 Sink. GM 5cm 10g Fundo,"3,51"
17050003,A. ISCA IRON HEAD 50 Sink. IT 5cm 10g Fundo,"3,51"
17070014,A. ISCA IRON HEAD 70 Sink. 014 7cm 20g Fundo,"3,65"
17070024,A. ISCA IRON HEAD 70 Sink. 024 7cm 20g Fundo,"3,65"
17070001,A. ISCA IRON HEAD 70 Sink. AC 7cm 20g Fundo,"3,65"
17070002,A. ISCA IRON HEAD 70 Sink. GM 7cm 20g Fundo,"3,65"
17070003,A. ISCA IRON HEAD 70 Sink. IT 7cm 20g Fundo,"3,65"
17570032,A. ISCA KING SHAD 70  032  7cm 10g M. água,"3,11"
17570014,A. ISCA KING SHAD 70 014 7cm 10g M. água,"3,11"
17570024,A. ISCA KING SHAD 70 024 7cm 10g M. água,"3,11"
17570031,A. ISCA KING SHAD 70 031 7cm 10g M. água,"3,11"
17570116,A. ISCA KING SHAD 70 116 7cm 10g M. água,"3,11"
17611002,A. ISCA KISU Float. 002 11.5cm 16g M. água,"3,46"
17611014,A. ISCA KISU Float. 014 11.5cm 16g M. água,"3,46"
17611024,A. ISCA KISU Float. 024 11.5cm 16g M. água,"3,46"
17611031,A. ISCA KISU Float. 031 11.5cm 16g M. água,"3,46"
17611038,A. ISCA KISU Float. 038G 11.5cm 16g M. água,"3,46"
17711014,A. ISCA KISU Sink. 14M 11.5cm 22g M. água,"3,46"
17711024,A. ISCA KISU Sink. 24O 11.5cm 22g M. água,"3,46"
17711001,A. ISCA KISU Sink. BGO 11.5cm 22g M. água,"3,46"
17711002,A. ISCA KISU Sink. N1B 11.5cm 22g M. água,"3,46"
17711003,A. ISCA KISU Sink. OGC 11.5cm 22g M. água,"3,46"
10901430,A. ISCA MEGA. DOG-X DIAMANTE SW 2544 (GG BORA),"13,12"
10901431,A. ISCA MEGA. DOG-X DIAMANTE SW 2551 (GG KIN BORA),"13,12"
10901501,A. ISCA MEGA. DOG-X DIAMANTE SW 2643 (FA GREEN),"13,12"
10901405,A. ISCA MEGA. DOG-X Jr. COAYU 1685 (DOWN AYU),"9,97"
10901402,A. ISCA MEGA. DOG-X Jr. COAYU 3521 (MAT TIGER),"9,97"
10901403,A. ISCA MEGA. DOG-X Jr. COAYU 3593 (WHITE B.),"9,97"
10901404,A. ISCA MEGA. DOG-X Jr. COAYU 3874 (HT WAKASAGI),"9,97"
10901401,A. ISCA MEGA. DOG-X Jr. COAYU 9493 (MODENA BONE),"9,97"
10902223,A. ISCA MEGA. DOG-X QUICK W. SW 2344 (SECRET SHR.),"10,98"
10901408,A. ISCA MEGA. GIANT DOG-X 3645 (MAT TIGER),"11,88"
10901406,A. ISCA MEGA. GIANT DOG-X 9530 (GG KINKURO),"11,88"
10901674,A. ISCA MEGA. GIANT DOG-X SW 3328 (DO CHART),"12,20"
10901634,A. ISCA MEGA. GIANT DOG-X SW 8568 (GG IWASHI),"12,20"
10901427,A. ISCA MEGA. GIANT DOG-X SW 8636 (PM RED HEAD),"12,20"
10901428,A. ISCA MEGA. GIANT DOG-X SW 8643 (PM HOT SHAD),"12,20"
10901800,A. ISCA MEGA. ITO SHINER (SP-C) 0877 (AKA TORA),"12,49"
10901801,A. ISCA MEGA. ITO SHINER (SP-C) 0884 (GG COLD),"12,49"
10901802,A. ISCA MEGA. ITO SHINER (SP-C) 0891 (GLX BOLT),"12,49"
10901803,A. ISCA MEGA. ITO SHINER (SP-C) 0907 (PM HOT),"12,49"
10901804,A. ISCA MEGA. ITO SHINER (SP-C) 0921 (PM FIRE),"12,49"
10901805,A. ISCA MEGA. ITO SHINER (SP-C) 0938 (FROZEN TEQ.),"12,49"
10901815,A. ISCA MEGA. ITO SHINER 2530 (WAGIN OIKAWA M),"12,49"
10901816,A. ISCA MEGA. ITO SHINER 2547 (WAGIN HASU II),"12,49"
10901817,A. ISCA MEGA. ITO SHINER 2554 (WAGIN AYU),"12,49"
10901818,A. ISCA MEGA. ITO SHINER 2561 (WAGIN SETSUKI AYU),"12,49"
10901819,A. ISCA MEGA. ITO SHINER 2585 (WAGIN GOLDEN SH.),"12,49"
10901806,A. ISCA MEGA. ITO SHINER 2592 (GBS),"12,49"
10901812,A. ISCA MEGA. ITO SHINER 2615 (MG SEXY SKELETON),"12,49"
10901807,A. ISCA MEGA. ITO SHINER 2622 (HT WAKASAGI),"12,49"
10901808,A. ISCA MEGA. ITO SHINER 2646 (GP PRO BLUE),"12,49"
10901809,A. ISCA MEGA. ITO SHINER 2653 (GLX GALAXY),"12,49"
10901810,A. ISCA MEGA. ITO SHINER 2660 (MAT TIGER),"12,49"
10901811,A. ISCA MEGA. ITO SHINER 3504 (M END MAX),"12,49"
10901813,A. ISCA MEGA. ITO SHINER 3528 (MG VEGETATION R.),"12,49"
10901814,A. ISCA MEGA. ITO SHINER 3535 (MG SECRET SHADOW),"12,49"
10901653,A. ISCA MEGA. IXI FURIOUS 1.5 2376 (GG WAKASAGI),"11,99"
10901654,A. ISCA MEGA. IXI FURIOUS 1.5 2437 (B. B. CHART),"11,99"
10901655,A. ISCA MEGA. IXI FURIOUS 1.5 2482 (MEGABAS BREAM),"11,99"
10901514,A. ISCA MEGA. IXI SHAD TYPE-3 1026 (SEXY OYABU),"9,99"
10901511,A. ISCA MEGA. IXI SHAD TYPE-3 1095 (KASUMI SHIRAU),"9,99"
10901509,A. ISCA MEGA. IXI SHAD TYPE-3 1101 (ITO AYU),"9,99"
10901508,A. ISCA MEGA. IXI SHAD TYPE-3 1132 (GHOST SHAD),"9,99"
10901512,A. ISCA MEGA. IXI SHAD TYPE-3 1149 (KOMINAMI SEXY),"9,99"
10901515,A. ISCA MEGA. IXI SHAD TYPE-3 1170 (SKELETON BLUE),"9,99"
10901513,A. ISCA MEGA. IXI SHAD TYPE-3 1187 (MAT TIGER),"9,99"
10901506,A. ISCA MEGA. IXI SHAD TYPE-3 3105 (CLEAR HOT),"9,99"
10901507,A. ISCA MEGA. IXI SHAD TYPE-3 3112 (CLEAR LIME),"9,99"
10901649,A. ISCA MEGA. IXI SHAD TYPE-R 0609 (SEXY SHAD),"9,99"
10901650,A. ISCA MEGA. IXI SHAD TYPE-R 0661 (GP HACHIRO),"9,99"
10901519,A. ISCA MEGA. IXI SHAD TYPE-R 0678 (KASUMI SHIRAUO,"9,99"
10901518,A. ISCA MEGA. IXI SHAD TYPE-R 0685 (ITO AYU),"9,99"
10901517,A. ISCA MEGA. IXI SHAD TYPE-R 0715 (GHOST SHAD),"9,99"
10901521,A. ISCA MEGA. IXI SHAD TYPE-R 0722 (KOMINAMI SEXY),"9,99"
10901522,A. ISCA MEGA. IXI SHAD TYPE-R 0760 (MAT TIGER),"9,99"
10901516,A. ISCA MEGA. IXI SHAD TYPE-R 3068 (CLEAR HOT),"9,99"
10901639,A. ISCA MEGA. IXI SHAD TYPE-R 3075 (LIME CHART),"9,99"
10901651,A. ISCA MEGA. IXI SHAD TYPE-R 3129 (SECRET ICE),"9,99"
10902101,A. ISCA MEGA. KAGELOU MD 98F 5781 (GP RED HEAD),"13,98"
10902102,A. ISCA MEGA. KAGELOU MD 98F 5798 (PH GHOST),"13,98"
10901526,A. ISCA MEGA. KARASHI IGX 60F 9445 (GG CHIAYU),"8,99"
10901529,A. ISCA MEGA. KARASHI IGX 60F 9469 (KASUMI ITO),"8,99"
10901528,A. ISCA MEGA. KARASHI IGX 60F 9476 (HIUO),"8,99"
10901527,A. ISCA MEGA. KARASHI IGX 60F 9490 (GIN TONIC),"8,99"
10901531,A. ISCA MEGA. KARASHI IGX 60S 9568 (GG CHIAYU),"8,99"
10901535,A. ISCA MEGA. KARASHI IGX 60S 9582 (KASUMI ITO),"8,99"
10901533,A. ISCA MEGA. KARASHI IGX 60S 9599 (HIUO),"8,99"
10901532,A. ISCA MEGA. KARASHI IGX 60S 9612 (GIN TONIC),"8,99"
10901537,A. ISCA MEGA. KARASHI IGX 70F 9735 (GIN TONIC),"8,99"
10901541,A. ISCA MEGA. KARASHI IGX 70S 9810 (ITO WAKASAGI),"8,99"
10901539,A. ISCA MEGA. KARASHI IGX 70S 9858 (GIN TONIC),"8,99"
10901538,A. ISCA MEGA. KARASHI IGX 70S 9889 (FA WAKASAGI),"8,99"
10901542,A. ISCA MEGA. KARASHI MG 6579 (TORA KINKURO),"10,60"
10902224,A. ISCA MEGA. KIRINJI 70 3808 (HM TOP NAVIGATOR),"10,49"
10902225,A. ISCA MEGA. KIRINJI 70 3839 (JOUYATOU MAGIC),"10,49"
10902226,A. ISCA MEGA. KIRINJI 70 3853 (SHELL SKIN LEMON),"10,49"
10902227,A. ISCA MEGA. KIRINJI 70 3860 (PH GHOST CANDY),"10,49"
10902228,A. ISCA MEGA. KIRINJI 70 3877 (GLX DOUBLE CHART),"10,49"
10902229,A. ISCA MEGA. KIRINJI 70 3884 (DO CHART),"10,49"
10901822,A. ISCA MEGA. KIRINJI 90  6398 (GG KONOSHIRO),"10,90"
10901823,A. ISCA MEGA. KIRINJI 90  6411 (GG AKAKIN),"10,90"
10901824,A. ISCA MEGA. KIRINJI 90  6435 (JOUYATOU MAGIC),"10,90"
10901825,A. ISCA MEGA. KIRINJI 90  6466 (GP RED HEAD),"10,90"
10901826,A. ISCA MEGA. KIRINJI 90  6480 (PM GHOST CHART),"10,90"
10901827,A. ISCA MEGA. KIRINJI 90  6497 (DO CHART),"10,90"
10901830,A. ISCA MEGA. LATES FEEDING W. 1714 (MAT TIGER),"12,16"
10901422,A. ISCA MEGA. LIVE-X MODEL1 0984 (GG PERCH),"11,99"
10901423,A. ISCA MEGA. LIVE-X MODEL1 0991 (GG KINKURO),"11,99"
10901424,A. ISCA MEGA. LIVE-X MODEL1 1035 (GP CHART BACK),"11,99"
10901425,A. ISCA MEGA. LIVE-X MODEL1 1042 (MAT TIGER),"11,99"
10901657,A. ISCA MEGA. NEW DOG-X SPEED 7763 (MAT TIGER),"10,98"
10901547,A. ISCA MEGA. ONETEN LBO SW 4828 (GG BORA),"15,03"
10901546,A. ISCA MEGA. ONETEN LBO SW 4842 (GG AKAKIN),"15,03"
10901548,A. ISCA MEGA. ONETEN LBO SW 4866 (GG CHART BACK),"15,03"
10901552,A. ISCA MEGA. ONETEN LBO SW 4897 (PM HOT SHAD),"15,03"
10901545,A. ISCA MEGA. ONETEN LBO SW 4934 (CONSTAN GIGO II),"15,03"
10901559,A. ISCA MEGA. ONETEN MAX LBO SW 4941 (GG IWASHI),"16,82"
10901558,A. ISCA MEGA. ONETEN MAX LBO SW 4958 (GG BORA),"16,82"
10901439,A. ISCA MEGA. ONETEN MAX LBO SW 5061 (CONST. GIGO),"16,82"
10902105,A. ISCA MEGA. ONETEN R 2612 (WAGIN OIKAWA),"12,68"
10902106,A. ISCA MEGA. ONETEN R 2629 (WAGIN SETSUKI AYU),"12,68"
10902107,A. ISCA MEGA. ONETEN R 2636 (AL BIWAKO AYU),"12,68"
10902108,A. ISCA MEGA. ONETEN R 2643 (M STARDUST SHAD II),"12,68"
10902109,A. ISCA MEGA. ONETEN R 2650 (M WESTERN CLOWN),"12,68"
10902110,A. ISCA MEGA. ONETEN R 2667 (M CHAMPAGNE KINKURO),"12,68"
10901562,A. ISCA MEGA. ONETEN R 2681 (ITO CLEAR LAKER),"12,68"
10902112,A. ISCA MEGA. ONETEN R 2704 (KOHOKU REACTION),"12,68"
10902113,A. ISCA MEGA. ONETEN R 2711 (GP SPAWN KILLER),"12,68"
10901563,A. ISCA MEGA. ONETEN R 2728 (JUKUCHO PINK),"12,68"
10901894,A. ISCA MEGA. ONETEN R HI-FLOAT 1134 (MOTSUGO),"12,68"
10901895,A. ISCA MEGA. ONETEN R HI-FLOAT 1141 (MEGABASS),"12,68"
10901896,A. ISCA MEGA. ONETEN R HI-FLOAT 1158 (M POWER),"12,68"
10901898,A. ISCA MEGA. ONETEN R HI-FLOAT 1172 (GP GILL),"12,68"
10901629,A. ISCA MEGA. ONETEN R HI-FLOAT 1189 (ITO-KINARI),"12,68"
10901905,A. ISCA MEGA. ONETEN R HI-FLOAT 1196 (TIGER),"12,68"
10902115,A. ISCA MEGA. ONETEN R+1 2735 (WAGIN OIKAWA),"12,68"
10902116,A. ISCA MEGA. ONETEN R+1 2742 (WAGIN SETSUKI AYU),"12,68"
10902118,A. ISCA MEGA. ONETEN R+1 2766 (M STARDUST SHAD),"12,68"
10902119,A. ISCA MEGA. ONETEN R+1 2773 (M WESTERN CLOWN),"12,68"
10902120,A. ISCA MEGA. ONETEN R+1 2780 (M CHAMPAGNE),"12,68"
10902211,A. ISCA MEGA. ONETEN R+1 2797 (ITO WAKASAGI),"12,68"
10901452,A. ISCA MEGA. ONETEN R+1 2803 (ITO CLEAR LAKER),"12,68"
10902123,A. ISCA MEGA. ONETEN R+1 2834 (GP SPAWN KILLER),"12,68"
10902124,A. ISCA MEGA. ONETEN R+1 2841 (JUKUCHO PINK),"12,68"
10902235,A. ISCA MEGA. ONETEN R+2 (SP-C) 1148 (GLXS SPAWN),"12,68"
10902213,A. ISCA MEGA. ONETEN R+2 (SP-C) 9260 (M SHAD),"12,68"
10901880,A. ISCA MEGA. ONETEN R+2 2896 (M WESTERN),"12,68"
10901456,A. ISCA MEGA. ONETEN R+2 2902 (CHAMPAGNE K.),"12,68"
10901624,A. ISCA MEGA. ONETEN R+2 2919 (ITO WAKASAGI),"12,68"
10901457,A. ISCA MEGA. ONETEN R+2 2926 (ITO CLEAR LAKER),"12,68"
10902212,A. ISCA MEGA. ONETEN R+2 2940 (KOHOKU REACT.),"12,68"
10901879,A. ISCA MEGA. ONETEN R+2 2957 (GP SPAWN),"12,68"
10901625,A. ISCA MEGA. ONETEN R+2 2964 (JUKUCHO PINK),"12,68"
10901626,A. ISCA MEGA. ONETEN R+3 9817 (CHAMPAGNE KINKURO,"12,68"
10901627,A. ISCA MEGA. ONETEN R+3 9848 (JUKUCHO PINK),"12,68"
10901907,A. ISCA MEGA. ONETEN R+3 HI-FLOAT 3045 (JUK. SHAD),"12,68"
10901909,A. ISCA MEGA. ONETEN R+3 HI-FLOAT 3052 (CHAMPAGNE),"12,68"
10901950,A. ISCA MEGA. ONETEN R+3 HI-FLOAT 3076 (JUK. PINK),"12,68"
10901952,A. ISCA MEGA. ONETEN R+3 HI-FLOAT 3083 (KINARI),"12,68"
10901954,A. ISCA MEGA. ONETEN R+3 HI-FLOAT 3106 (MAT TIGER),"12,68"
10902126,A. ISCA MEGA. ONETEN+1 0579 (FA GHOST KAWAMUTSU),"12,68"
10902127,A. ISCA MEGA. ONETEN+1 0593 (AURORA REACTION) ,"12,68"
10902208,A. ISCA MEGA. ONETEN+1 3429 (MG VEG. REACTOR),"12,68"
10902209,A. ISCA MEGA. ONETEN+1 3436 (MG SECRET SHADOW),"12,68"
10902210,A. ISCA MEGA. ONETEN+1 3443 (GLX COTTON WAK.),"12,68"
10902128,A. ISCA MEGA. ONETEN+1 JR. 0630 (FA GHOST KAW.) ,"12,16"
10902129,A. ISCA MEGA. ONETEN+1 JR. 0654 (AURORA REACT.) ,"12,16"
10902130,A. ISCA MEGA. ONETEN+1 SW 1550 (GG IWASHI),"12,98"
10901832,A. ISCA MEGA. ONETEN+1 SW 1567 (GG AKAHARA),"12,98"
10901564,A. ISCA MEGA. ONETEN+1 SW 1574 (GG BORA),"12,98"
10902131,A. ISCA MEGA. ONETEN+1 SW 1581 (GG CRUISING BLUE),"12,98"
10902132,A. ISCA MEGA. ONETEN+1 SW 1598 (GG HEAT IWASHI),"12,98"
10902133,A. ISCA MEGA. ONETEN+1 SW 1604 (GG RED HEAD),"12,98"
10902134,A. ISCA MEGA. ONETEN+1 SW 1611 (GG DARK NIGHT),"12,98"
10902135,A. ISCA MEGA. ONETEN+1 SW 1628 (GG PINK CANDY),"12,98"
10901984,A. ISCA MEGA. ONETEN+1 SW 1635 (LZ TOUGOROU),"12,98"
10901985,A. ISCA MEGA. ONETEN+1 SW 1642 (M KATAKUCHI RB),"12,98"
10902136,A. ISCA MEGA. ONETEN+1 SW 1659(CRUISING GREEN),"12,98"
10901833,A. ISCA MEGA. ONETEN+1 SW 1666 (PM RED HEAD),"12,98"
10901834,A. ISCA MEGA. ONETEN+1 SW 1673 (PM PEARL RAINBOW),"12,98"
10901620,A. ISCA MEGA. ONETEN+1 SW 1680 (PM HOT SHAD),"12,98"
10901835,A. ISCA MEGA. ONETEN+1 SW 8541 (GLX GOLD LIME),"12,98"
10901986,A. ISCA MEGA. ONETEN+1 SW 8558 (GLX ORANGE CHART),"12,98"
10902138,A. ISCA MEGA. ONETEN+1 SW 8565 (GLX AKAH. IWASHI),"12,98"
10901987,A. ISCA MEGA. ONETEN+1 SW 8572 (GLX TWIN PINK),"12,98"
10901567,A. ISCA MEGA. SAZANKA 140F 5217 (FA IWASHI),"18,99"
10901568,A. ISCA MEGA. SAZANKA 140F 5262 (GG PINK MULLET),"18,99"
10901569,A. ISCA MEGA. SAZANKA 140F 5286 (GP CLEAR BORA),"18,99"
10901566,A. ISCA MEGA. SAZANKA 140F 5347 (DO CHART OB),"18,99"
10901844,A. ISCA MEGA. VISION ONETEN 0543 (GG MEGABASS) ,"12,68"
10902216,A. ISCA MEGA. VISION ONETEN 0548 (FA GHOST KAW.),"12,68"
10902217,A. ISCA MEGA. VISION ONETEN 0562 (AURORA REACT.),"12,68"
10901845,A. ISCA MEGA. VISION ONETEN 0921 (M RB SHAD) ,"12,68"
10902206,A. ISCA MEGA. VISION ONETEN 0969 (M CHART BACK) ,"12,68"
10901846,A. ISCA MEGA. VISION ONETEN 3306 (M END MAX),"12,68"
10901441,A. ISCA MEGA. VISION ONETEN 3320 (VEGETATION R.),"12,68"
10901847,A. ISCA MEGA. VISION ONETEN 3337 (MG SECRET SH.),"12,68"
10901848,A. ISCA MEGA. VISION ONETEN 3344 (GLX COTTON W.),"12,68"
10901959,A. ISCA MEGA. VISION ONETEN 4496 (M CHAMPAGNE),"12,68"
10901849,A. ISCA MEGA. VISION ONETEN 4519 (SPAWN KILLER),"12,68"
10901850,A. ISCA MEGA. VISION ONETEN 5075 (MAT TIGER),"12,68"
10901851,A. ISCA MEGA. VISION ONETEN 6096 (VIPER TIGER) ,"12,68"
10901960,A. ISCA MEGA. VISION ONETEN 6803 (PM TWILIGHT),"12,68"
10901957,A. ISCA MEGA. VISION ONETEN 7629 (TABLE ROCK),"12,68"
10902139,A. ISCA MEGA. VISION ONETEN 8431 (WAKASAGI),"12,68"
10901958,A. ISCA MEGA. VISION ONETEN 9388 (HT HAKONE),"12,68"
10901961,A. ISCA MEGA. VISION ONETEN GLXS 2189 (SPAWN CH.),"12,68"
10901962,A. ISCA MEGA. VISION ONETEN GLXS 2196 (SPRING R.),"12,68"
10902140,A. ISCA MEGA. VISION ONETEN JR. 3450 (M ENDMAX),"12,16"
10901570,A. ISCA MEGA. VISION ONETEN JR. 3467 (TAKUMI SEOCH,"12,16"
10902141,A. ISCA MEGA. VISION ONETEN JR. 3481 (MG SECRET),"12,16"
10902142,A. ISCA MEGA. VISION ONETEN JR. 3498 (GLX COTTON),"12,16"
10901675,A. ISCA MEGA. VISION ONETEN JR. 5143 (WAGIN OIKAW),"12,16"
10901571,A. ISCA MEGA. VISION ONETEN JR. 5150 (WAGIN HASU),"12,16"
10901572,A. ISCA MEGA. VISION ONETEN JR. 5174 (WAGIN SET.),"12,16"
10901617,A. ISCA MEGA. VISION ONETEN JR. 5181 (M CKINKURO),"12,16"
10902143,A. ISCA MEGA. VISION ONETEN JR. 5198 (MG WAKAS.) ,"12,16"
10902144,A. ISCA MEGA. VISION ONETEN JR. 5204 (MG SEXY),"12,16"
10902145,A. ISCA MEGA. VISION ONETEN JR. 5211 (MG WESTERN),"12,16"
10902146,A. ISCA MEGA. VISION ONETEN JR. 5273 (GLX TONEK.),"12,16"
10901618,A. ISCA MEGA. VISION ONETEN JR. 5297 (MAT TIGER),"12,16"
10902148,A. ISCA MEGA. VISION ONETEN JR. 8459 (FA KISYU),"12,16"
10902149,A. ISCA MEGA. VISION ONETEN JR. 8466 (FA OIKAWA),"12,16"
10902150,A. ISCA MEGA. VISION ONETEN JR. 8473 (FA GILL ) ,"12,16"
10902151,A. ISCA MEGA. VISION ONETEN JR. 8480 FA WAKASAGI),"12,16"
10902152,A. ISCA MEGA. VISION ONETEN JR. 8497 (FA GHOST),"12,16"
10901982,A. ISCA MEGA. VISION ONETEN JR. SW 0672 (PM BLOO.),"12,16"
10902159,A. ISCA MEGA. VISION ONETEN M 2442 (STARD. SHAD),"12,68"
10902160,A. ISCA MEGA. VISION ONETEN M 6072 (COSMIC SHAD),"12,68"
10902162,A. ISCA MEGA. VISION ONETEN SP-C 4829 (YMC),"12,68"
10902163,A. ISCA MEGA. VISION ONETEN SP-C 6306 (LBO REDEYE),"14,98"
10902164,A. ISCA MEGA. VISION ONETEN SP-C 6954 (BLUE BACK),"12,68"
10902166,A. ISCA MEGA. VISION ONETEN SP-C 8216 (LBO HACH.),"14,98"
10902167,A. ISCA MEGA. VISION ONETEN SP-C 9210 (LBO LIME),"14,98"
10902168,A. ISCA MEGA. VISION ONETEN SP-C 9272 (LBO SUNSET),"14,98"
10902169,A. ISCA MEGA. VISION ONETEN+1 JR. 2488 (W. OIKAWA),"12,16"
10902170,A. ISCA MEGA. VISION ONETEN+1 JR. 2495 (W. HASU),"12,16"
10902171,A. ISCA MEGA. VISION ONETEN+1 JR. 2501 (W. SETSUKI,"12,16"
10902172,A. ISCA MEGA. VISION ONETEN+1 JR. 2518 (FROSTED),"12,16"
10901466,A. ISCA MEGA. VISION ONETEN+1 JR. 2525 (MEG. K.),"12,16"
10901881,A. ISCA MEGA. VISION ONETEN+1 JR. 2532 (CHAMPAGNE),"12,16"
